worksheet,date,count,total,ratio,ma_10,slope,trend
sec_energy,2025-11-17,52,147,0.35374149659863946,0.33848952391026754,0.004761904761904745,up
sec_energy,2025-11-18,52,147,0.35374149659863946,0.3486936055429206,0.010204081632653073,up
sec_energy,2025-11-19,48,149,0.3221476510067114,0.35301721418100673,0.004323608638086118,up
sec_energy,2025-11-20,26,147,0.17687074829931973,0.3441736767660407,-0.008843537414966018,down
sec_energy,2025-11-21,33,147,0.22448979591836735,0.3360104114599183,-0.008163265306122436,down
sec_energy,2025-11-24,34,149,0.22818791946308725,0.3200536932021454,-0.015956718257772895,down
sec_energy,2025-11-25,29,146,0.19863013698630136,0.29734913933320795,-0.022704553868937438,down
sec_energy,2025-11-26,31,146,0.21232876712328766,0.2800685025320232,-0.017280636801184746,down
sec_energy,2025-11-28,36,147,0.24489795918367346,0.27054469300821365,-0.009523809523809545,down
sec_energy,2025-12-01,43,147,0.2925170068027211,0.2607552977980748,-0.00978939521013883,down
sec_energy,2025-12-02,42,148,0.28378378378378377,0.25375952651658923,-0.006995771281485597,down
sec_energy,2025-12-03,50,150,0.3333333333333333,0.25171871019005865,-0.002040816326530581,down
sec_energy,2025-12-04,55,150,0.36666666666666664,0.25617061175605416,0.004451901565995509,up
sec_energy,2025-12-05,50,149,0.33557046979865773,0.27204058390598795,0.015869972149933798,up
sec_energy,2025-12-08,43,149,0.28859060402684567,0.27845066471683577,0.006410080810847818,up
sec_energy,2025-12-09,44,150,0.29333333333333333,0.2849652061038604,0.006514541387024619,up
sec_energy,2025-12-10,41,149,0.2751677852348993,0.29261897092872025,0.007653764824859854,up
sec_energy,2025-12-11,38,148,0.25675675675675674,0.2970617698920671,0.004442798963346872,up
sec_energy,2025-12-12,31,148,0.20945945945945946,0.2935179199196457,-0.003543849972421409,down
sec_energy,2025-12-15,30,149,0.20134228187919462,0.2844004474272931,-0.009117472492352618,down
sec_energy,2025-12-16,9,147,0.061224489795918366,0.2621445180285065,-0.022255929398786567,down
sec_energy,2025-12-17,15,146,0.10273972602739725,0.2390851572979129,-0.023059360730593614,down
sec_energy,2025-12-18,10,146,0.0684931506849315,0.20926780569973938,-0.02981735159817353,down
sec_energy,2025-12-19,13,146,0.08904109589041095,0.18461486830891474,-0.024652937390824636,down
sec_energy,2025-12-22,20,146,0.136986301369863,0.16945443804321644,-0.0151604302656983,down
sec_energy,2025-12-23,24,148,0.16216216216216217,0.15633732092609934,-0.013117117117117105,down
sec_energy,2025-12-24,22,146,0.1506849315068493,0.14388903555329433,-0.012448285372805012,down
sec_energy,2025-12-26,19,146,0.13013698630136986,0.13122705850775565,-0.012661977045538675,down
sec_energy,2025-12-29,22,146,0.1506849315068493,0.12534960571249465,-0.005877452795261001,down
sec_energy,2025-12-30,21,145,0.14482758620689656,0.11969813614526481,-0.005651469567229839,down
sec_energy,2025-12-31,17,147,0.11564625850340136,0.12514031301601314,0.0054421768707483276,up
sec_energy,2026-01-02,39,148,0.2635135135135135,0.14121769176462476,0.01607737874861162,up
sec_energy,2026-01-05,33,148,0.22297297297297297,0.1566656739934289,0.015447982228804141,up
sec_energy,2026-01-06,28,148,0.1891891891891892,0.1666804833233067,0.010014809329877805,up
sec_energy,2026-01-07,34,148,0.22972972972972974,0.1759548261592934,0.009274342835986688,up
sec_energy,2026-01-08,46,149,0.3087248322147651,0.1906110931645537,0.01465626700526032,up
sec_energy,2026-01-09,44,149,0.2953020134228188,0.20507280135615064,0.014461708191596923,up
sec_energy,2026-01-12,41,150,0.2733333333333333,0.21939243605934697,0.014319634703196332,up
sec_energy,2026-01-13,51,151,0.33774834437086093,0.23809877734574814,0.018706341286401168,up
sec_energy,2026-01-14,69,151,0.45695364238410596,0.26931138296346907,0.031212605617720934,up
sec_energy,2026-01-15,65,151,0.4304635761589404,0.300793114729023,0.03148173176555391,up
sec_energy,2026-01-16,74,151,0.4900662251655629,0.3234483858942279,0.022655271165204938,up
sec_energy,2026-01-20,73,152,0.48026315789473684,0.3491774043864043,0.025729018492176403,up
sec_energy,2026-01-21,83,152,0.5460526315789473,0.3848637486253802,0.035686344238975876,up
sec_energy,2026-01-22,85,153,0.5555555555555556,0.4174463312079627,0.03258258258258251,up
sec_energy,2026-01-23,85,153,0.5555555555555556,0.4421294035420417,0.024683072334079015,up
sec_energy,2026-01-26,81,153,0.5294117647058824,0.4655403786703481,0.023410975128306366,up
sec_energy,2026-01-27,83,152,0.5460526315789473,0.49281230849490953,0.027271929824561447,up
sec_energy,2026-01-28,83,154,0.538961038961039,0.5129335779539274,0.02012126945901782,up
sec_energy,2026-01-29,90,154,0.5844155844155844,0.5256797721570752,0.01274619420314782,up
sec_energy,2026-01-30,92,153,0.6013071895424836,0.5427641334954295,0.017084361338354337,up
sec_energy,2026-02-02,83,153,0.5424836601307189,0.548005876991945,0.005241743496515516,up
sec_energy,2026-02-03,92,154,0.5974025974025974,0.5597198209427312,0.011713943950786176,up
sec_energy,2026-02-04,84,155,0.5419354838709678,0.5593081061719332,-0.00041171477079804397,down
sec_energy,2026-02-05,78,152,0.5131578947368421,0.5550683400900619,-0.004239766081871266,down
sec_energy,2026-02-06,88,155,0.567741935483871,0.5562869780828934,0.001218637992831506,up
sec_energy,2026-02-09,94,156,0.6025641025641025,0.5636022118687155,0.007315233785822106,up
sec_energy,2026-02-10,89,156,0.5705128205128205,0.5660482307621028,0.0024460188933872473,up
sec_energy,2026-02-11,95,154,0.6168831168831169,0.5738404385543106,0.007792207792207795,up
sec_energy,2026-02-12,84,152,0.5526315789473685,0.5706620380074889,-0.0031784005468216137,down
sec_energy,2026-02-13,94,155,0.6064516129032258,0.5711764803435632,0.0005144423360742278,up
sec_energy,2026-02-16,94,154,0.6103896103896104,0.5779670753694524,0.00679059502588919,up
sec_energy,2026-02-17,90,151,0.5960264900662252,0.5778294646358151,-0.00013761073363727228,down
sec_energy,2026-02-18,93,153,0.6078431372549019,0.5844202299742085,0.006590765338393423,up
sec_energy,2026-02-19,99,154,0.6428571428571429,0.5973901547862386,0.012969924812030076,up
sec_energy,2026-02-20,100,154,0.6493506493506493,0.6055510261729165,0.00816087138667787,up
sec_energy,2026-02-23,94,154,0.6103896103896104,0.6063335769554672,0.0007825507825507394,up
sec_energy,2026-02-24,97,155,0.6258064516129033,0.6118629400654754,0.005529363110008179,up
sec_energy,2026-02-25,91,153,0.5947712418300654,0.6096517525601703,-0.0022111875053050234,down
sec_energy,2026-02-26,91,153,0.5947712418300654,0.61386571884844,0.004213966288269644,up
sec_financial,2024-07-21,215,470,0.4574468085106383,,,neutral
sec_financial,2024-07-22,228,477,0.4779874213836478,,,neutral
sec_financial,2024-07-23,238,476,0.5,,,neutral
sec_financial,2024-07-24,212,472,0.4491525423728814,,,neutral
sec_financial,2024-07-25,221,471,0.4692144373673036,,,neutral
sec_financial,2024-07-26,238,476,0.5,,,neutral
sec_financial,2024-07-27,239,477,0.5010482180293501,,,neutral
sec_financial,2024-07-28,239,477,0.5010482180293501,,,neutral
sec_financial,2024-07-29,235,478,0.4916317991631799,,,neutral
sec_financial,2024-07-30,237,479,0.49478079331941544,0.48423102381757666,,neutral
sec_financial,2024-07-31,252,478,0.5271966527196653,0.49120600823847943,0.0069749844209027745,up
sec_financial,2024-08-01,194,477,0.40670859538784065,0.48407812563889874,-0.007127882599580693,down
sec_financial,2024-08-02,97,473,0.20507399577167018,0.45458552521606566,-0.029492600422833082,down
sec_financial,2024-08-03,105,474,0.22151898734177214,0.43182216971295484,-0.022763355503110816,down
sec_financial,2024-08-04,105,474,0.22151898734177214,0.40705262471040154,-0.024769545002553295,down
sec_financial,2024-08-05,40,470,0.0851063829787234,0.3655632630082739,-0.041489361702127636,down
sec_financial,2024-08-06,51,471,0.10828025477707007,0.32628646668304595,-0.03927679632522796,down
sec_financial,2024-08-07,47,474,0.09915611814345991,0.28609725669445696,-0.04018920998858899,down
sec_financial,2024-08-08,63,479,0.1315240083507307,0.250086477613212,-0.03601077908124495,down
sec_financial,2024-08-09,62,479,0.12943632567849686,0.21355203084912017,-0.036534446764091844,down
sec_financial,2024-08-10,67,479,0.13987473903966596,0.1748198394811202,-0.03873219136799996,down
sec_financial,2024-08-11,67,479,0.13987473903966596,0.14813645384630275,-0.026683385634817453,down
sec_financial,2024-08-12,52,477,0.1090146750524109,0.1385305217743768,-0.009605932071925949,down
sec_financial,2024-08-13,69,480,0.14375,0.1307536230401996,-0.007776898734177196,down
sec_financial,2024-08-14,75,478,0.15690376569037656,0.12429210087506001,-0.006461522165139594,down
sec_financial,2024-08-15,101,481,0.20997920997921,0.1367793835751087,0.012487282700048674,up
sec_financial,2024-08-16,135,483,0.2795031055900621,0.15390166865640792,0.017122285081299232,up
sec_financial,2024-08-17,137,483,0.2836438923395445,0.17235044607601635,0.01844877741960843,up
sec_financial,2024-08-18,137,483,0.2836438923395445,0.18756243447489773,0.015211988398881382,up
sec_financial,2024-08-19,170,485,0.35051546391752575,0.20967034829880063,0.022107913823902897,up
sec_financial,2024-08-20,118,482,0.24481327800829875,0.22016420219566388,0.010493853896863248,up
sec_financial,2024-08-21,120,484,0.24793388429752067,0.23097011672144938,0.010805914525785498,up
sec_financial,2024-08-22,141,482,0.2925311203319502,0.24932176124940328,0.018351644527953903,up
sec_financial,2024-08-23,179,485,0.36907216494845363,0.2718539777442487,0.02253221649484541,up
sec_financial,2024-08-24,178,486,0.3662551440329218,0.2927891155785032,0.02093513783425449,up
sec_financial,2024-08-25,178,486,0.3662551440329218,0.30841670898387435,0.015627593405371176,up
sec_financial,2024-08-26,145,487,0.29774127310061604,0.3102405257349298,0.0018238167510554182,up
sec_financial,2024-08-27,168,487,0.34496919917864477,0.3163730564188398,0.006132530683910009,up
sec_financial,2024-08-28,148,486,0.3045267489711934,0.31846134208200466,0.0020882856631648794,up
sec_financial,2024-08-29,157,482,0.3257261410788382,0.31598240979813597,-0.0024789322838686956,down
sec_financial,2024-08-30,272,486,0.5596707818930041,0.3474681601866065,0.03148575038847051,up
sec_financial,2024-08-31,273,484,0.5640495867768595,0.37907973043454035,0.03161157024793387,up
sec_financial,2024-09-01,273,484,0.5640495867768595,0.40623157707903135,0.027151846644490996,up
sec_financial,2024-09-02,273,484,0.5640495867768595,0.4257293192618718,0.01949774218284045,up
sec_financial,2024-09-03,283,480,0.5895833333333333,0.44806213819191304,0.022332818930041243,up
sec_financial,2024-09-04,267,478,0.5585774058577406,0.46729436437439487,0.019232226182481826,up
sec_financial,2024-09-05,256,477,0.5366876310272537,0.4911890001670586,0.02389463579266371,up
sec_financial,2024-09-06,134,479,0.2797494780793319,0.4846670280571274,-0.006521972109931162,down
sec_financial,2024-09-07,132,479,0.2755741127348643,0.48177176443349445,-0.00289526362363296,down
sec_financial,2024-09-08,132,479,0.2755741127348643,0.4767565615990971,-0.005015202834397381,down
sec_financial,2024-09-10,126,479,0.2630480167014614,0.4470942850799428,-0.029662276519154263,down
sec_financial,2024-09-11,97,478,0.20292887029288703,0.4109822134315456,-0.03611207164839719,down
sec_financial,2024-09-12,115,483,0.23809523809523808,0.37838677856338343,-0.03259543486816219,down
sec_financial,2024-09-13,188,488,0.38524590163934425,0.3605064100496319,-0.01788036851375152,down
sec_financial,2024-09-14,189,486,0.3888888888888889,0.34043696560518744,-0.020069444444444473,down
sec_financial,2024-09-15,189,486,0.3888888888888889,0.3234681139083023,-0.016968851696885112,down
sec_financial,2024-09-16,230,491,0.4684317718940937,0.3166425279949863,-0.006825585913316001,down
sec_financial,2024-09-17,238,493,0.4827586206896552,0.33694344225601863,0.02030091426103231,up
sec_financial,2024-09-18,240,497,0.482897384305835,0.3576757694131157,0.020732327157097052,up
sec_financial,2024-09-19,280,496,0.5645161290322581,0.38656997104285507,0.02889420162973938,up
sec_financial,2024-09-20,245,500,0.49,0.4092651693727089,0.02269519832985384,up
sec_financial,2024-09-21,245,501,0.48902195608782434,0.4378744779522027,0.028609308579493786,up
sec_financial,2024-09-22,245,501,0.48902195608782434,0.46296714975146125,0.02509267179925856,up
sec_financial,2024-09-23,233,506,0.46047430830039526,0.47048999041756645,0.007522840666105202,up
sec_financial,2024-09-24,178,502,0.3545816733067729,0.4670592688593548,-0.003430721558211669,down
sec_financial,2024-09-25,153,502,0.3047808764940239,0.4586484676198682,-0.008410801239486565,down
sec_financial,2024-09-27,174,505,0.3445544554455445,0.44626073597501337,-0.012387731644854849,down
sec_financial,2024-09-28,171,505,0.33861386138613864,0.4318462600446617,-0.014414475930351667,down
sec_financial,2024-09-29,171,505,0.33861386138613864,0.41741790775269205,-0.014428352291969648,down
sec_financial,2024-10-03,130,494,0.2631578947368421,0.3872820843231505,-0.030135823429541575,down
sec_financial,2024-10-04,185,499,0.37074148296593185,0.37535623261974366,-0.01192585170340682,down
sec_financial,2024-10-06,183,499,0.3667334669338677,0.36312738370434794,-0.012228848915395718,down
sec_financial,2024-10-07,139,498,0.2791164658634538,0.3421368346819109,-0.02099054902243702,down
sec_financial,2024-10-08,132,496,0.2661290322580645,0.3227023070776779,-0.01943452760423303,down
sec_financial,2024-10-09,165,493,0.33468559837728196,0.3207126995847288,-0.001989607492949075,down
sec_financial,2024-10-10,167,493,0.33874239350912777,0.3241088512862391,0.003396151701510308,up
sec_financial,2024-10-11,246,496,0.4959677419354839,0.3392501799352331,0.015141328648993979,up
sec_financial,2024-10-14,252,498,0.5060240963855421,0.35599120343517343,0.016741023499940333,up
sec_financial,2024-10-15,246,495,0.49696969696969695,0.3718267869935293,0.015835583558355848,up
sec_financial,2024-10-16,272,497,0.5472837022132797,0.40023936774117297,0.02841258074764369,up
sec_financial,2024-10-17,277,494,0.5607287449392713,0.4192380939385069,0.01899872619733395,up
sec_financial,2024-10-18,234,495,0.4727272727272727,0.42983747451784743,0.010599380579340512,up
sec_financial,2024-10-21,191,492,0.3882113821138211,0.4407469661428842,0.010909491625036793,up
sec_financial,2024-10-22,208,490,0.42448979591836733,0.45658304250891446,0.01583607636603024,up
sec_financial,2024-10-23,213,485,0.43917525773195876,0.4670320084443822,0.010448965935467736,up
sec_financial,2024-10-24,207,487,0.42505133470225875,0.47566290256369526,0.00863089411931306,up
sec_financial,2024-10-25,156,489,0.31901840490797545,0.4579679688609444,-0.01769493370275088,down
sec_financial,2024-10-28,209,489,0.4274028629856851,0.4501058455209588,-0.007862123339985594,down
sec_financial,2024-10-29,189,492,0.38414634146341464,0.4388235099703305,-0.011282335550628297,down
sec_financial,2024-10-30,203,490,0.4142857142857143,0.4255237111775739,-0.013299798792756556,down
sec_financial,2024-10-31,156,486,0.32098765432098764,0.4015496021157456,-0.02397410906182834,down
sec_financial,2024-11-01,132,483,0.2732919254658385,0.3816060673896021,-0.019943534726143464,down
sec_financial,2024-11-04,90,485,0.18556701030927836,0.3613416302091479,-0.02026443718045423,down
sec_financial,2024-11-05,159,491,0.32382892057026474,0.35127554267433764,-0.010066087534810253,down
sec_financial,2024-11-06,264,496,0.532258064516129,0.36058382335275463,0.009308280678416991,up
sec_financial,2024-11-07,256,501,0.5109780439121756,0.3691764942737463,0.008592670920991696,up
sec_financial,2024-11-08,259,498,0.5200803212851406,0.38928268591146287,0.02010619163771654,up
sec_financial,2024-11-11,267,502,0.5318725099601593,0.39972965060891025,0.01044696469744738,up
sec_financial,2024-11-12,259,500,0.518,0.4131150164625688,0.01338536585365857,up
sec_financial,2024-11-13,244,497,0.4909456740442656,0.4207810124384239,0.0076659959758551,up
sec_financial,2024-11-14,241,503,0.47912524850894633,0.43659477185721984,0.015813759418795925,up
sec_financial,2024-11-15,228,502,0.4541832669322709,0.45468390600386305,0.018089134146643204,up
sec_financial,2024-11-18,237,503,0.4711729622266402,0.48324450119559925,0.028560595191736204,up
sec_financial,2024-11-19,247,502,0.49203187250996017,0.5000647963895688,0.016820295193969548,up
sec_financial,2024-11-20,243,505,0.48118811881188117,0.494957801819144,-0.005106994570424794,down
sec_financial,2024-11-21,262,509,0.5147347740667977,0.4953334748346062,0.0003756730154622079,up
sec_financial,2024-11-22,278,505,0.5504950495049505,0.4983749476565872,0.003041472821980973,up
sec_financial,2024-11-25,285,510,0.5588235294117647,0.5010700496017477,0.0026951019451605385,up
sec_financial,2024-11-26,285,513,0.5555555555555556,0.5048256051573033,0.003755555555555623,up
sec_financial,2024-11-27,294,516,0.5697674418604651,0.5127077819389233,0.007882176781619954,up
sec_financial,2024-11-29,287,516,0.5562015503875969,0.5204154121267883,0.007707630187865022,up
sec_financial,2024-12-02,277,515,0.537864077669903,0.5287834932005515,0.00836808107376319,up
sec_financial,2024-12-03,204,516,0.3953488372093023,0.5212010806988177,-0.0075824125017338595,down
sec_financial,2024-12-04,202,512,0.39453125,0.5114510184478217,-0.00975006225099595,down
sec_financial,2024-12-05,181,511,0.3542074363992172,0.4987529502065553,-0.012698068241266403,down
sec_financial,2024-12-06,149,513,0.290448343079922,0.4763243071078677,-0.022428643098687584,down
sec_financial,2024-12-09,99,512,0.193359375,0.44061073965737274,-0.035713567450494976,down
sec_financial,2024-12-10,87,512,0.169921875,0.40172057421619617,-0.03889016544117657,down
sec_financial,2024-12-11,104,510,0.20392156862745098,0.36655717552338574,-0.03516339869281043,down
sec_financial,2024-12-12,79,517,0.1528046421663443,0.3248608955539737,-0.04169627996941205,down
sec_financial,2024-12-13,66,517,0.1276595744680851,0.2820066979620225,-0.04285419759195119,down
sec_financial,2024-12-16,84,517,0.16247582205029013,0.2444678724000612,-0.03753882556196128,down
sec_financial,2024-12-17,51,507,0.10059171597633136,0.2149921602767641,-0.02947571212329711,down
sec_financial,2024-12-18,12,506,0.023715415019762844,0.1779105767787404,-0.03708158349802371,down
sec_financial,2024-12-19,14,504,0.027777777777777776,0.14526761091659646,-0.032642965862143936,down
sec_financial,2024-12-20,23,502,0.045816733067729085,0.12080444991537716,-0.0244631610012193,down
sec_financial,2024-12-24,33,505,0.06534653465346535,0.1080031658807237,-0.012801284034653457,down
sec_financial,2024-12-26,38,507,0.07495069033530571,0.09850604741425427,-0.009497118466469431,down
sec_financial,2024-12-27,21,507,0.04142011834319527,0.0822559023858287,-0.016250145028425575,down
sec_financial,2024-12-30,14,511,0.0273972602739726,0.06971516419659153,-0.012540738189237163,down
sec_financial,2024-12-31,15,511,0.029354207436399216,0.05988462749342292,-0.009830536703168608,down
sec_financial,2025-01-03,28,517,0.05415860735009671,0.04905290602340359,-0.010831721470019331,down
sec_financial,2025-01-06,33,517,0.06382978723404255,0.04537671314917471,-0.0036761928742288785,down
sec_financial,2025-01-07,30,519,0.057803468208092484,0.048785518468007674,0.003408805318832961,up
sec_financial,2025-01-08,27,520,0.051923076923076926,0.05120004838253759,0.0024145299145299157,up
sec_financial,2025-01-10,21,512,0.041015625,0.050719937575764686,-0.0004801108067729043,down
sec_financial,2025-01-13,22,509,0.043222003929273084,0.04850748450334545,-0.0022124530724192334,down
sec_financial,2025-01-14,35,514,0.06809338521400778,0.04782175399121567,-0.0006857305121297855,down
sec_financial,2025-01-15,76,520,0.14615384615384616,0.05829512677228075,0.010473372781065082,up
sec_financial,2025-01-16,85,522,0.16283524904214558,0.07183892564909805,0.013543798876817302,up
sec_financial,2025-01-17,98,527,0.1859582542694497,0.08749933033240309,0.01566040468330504,up
sec_financial,2025-01-21,152,527,0.2884250474383302,0.11092597434122645,0.023426644008823355,up
sec_financial,2025-01-22,195,529,0.3686200378071834,0.1414049993985405,0.030479025057314063,up
sec_financial,2025-01-23,190,531,0.3578154425612053,0.17140619683385178,0.030001197435311266,up
sec_financial,2025-01-24,194,531,0.3653483992467043,0.20274872906621458,0.0313425322323628,up
sec_financial,2025-01-27,213,530,0.4018867924528302,0.23883584581149758,0.036087116745283004,up
sec_financial,2025-01-28,200,528,0.3787878787878788,0.2723924332973581,0.033556587485860545,up
sec_financial,2025-01-29,187,526,0.35551330798479086,0.3011344255744365,0.028741992277078354,up
sec_financial,2025-01-30,217,532,0.40789473684210525,0.3273085146432623,0.026174089068825845,up
sec_financial,2025-01-31,210,533,0.39399624765478425,0.3504246145045262,0.023116099861263895,up
sec_financial,2025-02-03,161,535,0.30093457943925234,0.3619222470215065,0.011497632516980272,up
sec_financial,2025-02-04,194,532,0.36466165413533835,0.3695459076912073,0.007623660669700827,up
sec_financial,2025-02-05,210,533,0.39399624765478425,0.3720835286759674,0.0025376209847600695,up
sec_financial,2025-02-06,221,536,0.4123134328358209,0.37753332770342896,0.005449799027461566,up
sec_financial,2025-02-07,202,533,0.3789868667917448,0.378897174457933,0.0013638467545040167,up
sec_financial,2025-02-10,163,527,0.3092979127134725,0.3696382864839972,-0.009258887973935759,down
sec_financial,2025-02-11,174,528,0.32954545454545453,0.3647140440597548,-0.0049242424242423866,down
sec_financial,2025-02-12,114,524,0.21755725190839695,0.3509184384521154,-0.013795605607639427,down
sec_financial,2025-02-13,134,527,0.25426944971537,0.3355559097394419,-0.015362528712673518,down
sec_financial,2025-02-14,131,526,0.24904942965779467,0.32106122793974295,-0.014494681799698927,down
sec_financial,2025-02-18,152,536,0.2835820895522388,0.3193259789510416,-0.0017352489887013656,down
sec_financial,2025-02-19,130,537,0.24208566108007448,0.3070683796455152,-0.01225759930552639,down
sec_financial,2025-02-20,91,536,0.16977611940298507,0.2846463668203353,-0.022422012825179916,down
sec_financial,2025-02-21,50,532,0.09398496240601503,0.2528135197773547,-0.03183284704298056,down
sec_financial,2025-02-24,46,530,0.08679245283018867,0.22359407838119907,-0.02921944139615565,down
sec_financial,2025-02-25,55,530,0.10377358490566038,0.20304164560041787,-0.0205524327807812,down
sec_financial,2025-02-26,53,532,0.09962406015037593,0.18004950616091,-0.02299213943950787,down
sec_financial,2025-02-27,61,535,0.11401869158878504,0.16969565012894883,-0.010353856031961178,down
sec_financial,2025-02-28,73,535,0.13644859813084112,0.1579135649704959,-0.011782085158452915,down
sec_financial,2025-03-03,61,534,0.11423220973782772,0.14443184297849923,-0.013481721991996681,down
sec_financial,2025-03-04,41,533,0.07692307692307693,0.12376594171558304,-0.02066590126291619,down
sec_financial,2025-03-05,50,532,0.09398496240601503,0.1089558718481771,-0.014810069867405948,down
sec_financial,2025-03-06,40,528,0.07575757575757576,0.09955401748363615,-0.00940185436454094,down
sec_financial,2025-03-07,40,532,0.07518796992481203,0.09767431823551585,-0.0018796992481203006,down
sec_financial,2025-03-10,21,526,0.039923954372623575,0.09298746838975935,-0.004686849845756499,down
sec_financial,2025-03-11,25,524,0.04770992366412214,0.08738110226560553,-0.005606366124153828,down
sec_financial,2025-03-12,30,525,0.05714285714285714,0.08313298196485365,-0.004248120300751876,down
sec_financial,2025-03-13,24,522,0.04597701149425287,0.07632881395540043,-0.006804168009453215,down
sec_financial,2025-03-14,51,519,0.09826589595375723,0.07251054373769204,-0.0038182702177083916,down
sec_financial,2025-03-17,54,523,0.10325047801147227,0.07141237056505649,-0.0010981731726355526,down
sec_financial,2025-03-18,54,522,0.10344827586206896,0.0740648904589557,0.0026525198938992106,up
sec_financial,2025-03-19,55,519,0.10597302504816955,0.07526369672317115,0.0011988062642154518,up
sec_financial,2025-03-20,51,516,0.09883720930232558,0.07757166007764614,0.0023079633544749872,up
sec_financial,2025-03-21,48,512,0.09375,0.07942786308516495,0.0018562030075188057,up
sec_financial,2025-03-24,71,520,0.13653846153846153,0.08908931380174873,0.00966145071658378,up
sec_financial,2025-03-25,84,517,0.16247582205029013,0.10056590364036552,0.011476589838616796,up
sec_financial,2025-03-26,76,514,0.14785992217898833,0.10963761014397866,0.009071706503613136,up
sec_financial,2025-03-27,71,512,0.138671875,0.11890709649455337,0.009269486350574715,up
sec_financial,2025-03-28,55,508,0.10826771653543307,0.11990727855272094,0.0010001820581675702,up
sec_financial,2025-03-31,50,515,0.0970873786407767,0.11929096861565139,-0.0006163099370695563,down
sec_financial,2025-04-01,55,513,0.10721247563352826,0.11966738859279731,0.00037641997714592257,up
sec_financial,2025-04-02,82,512,0.16015625,0.12508571108798036,0.0054183224951830505,up
sec_financial,2025-04-03,42,506,0.08300395256916997,0.12350238541466481,-0.0015833256733155526,down
sec_financial,2025-04-04,9,493,0.018255578093306288,0.11595294322399544,-0.007549442190669373,down
sec_financial,2025-04-07,6,489,0.012269938650306749,0.10352609093517992,-0.012426852288815515,down
sec_financial,2025-04-08,5,485,0.010309278350515464,0.08830943656520249,-0.015216654369977434,down
sec_financial,2025-04-09,21,508,0.04133858267716536,0.07765730261502019,-0.010652133950182302,down
sec_financial,2025-04-10,14,497,0.028169014084507043,0.06660701652347088,-0.011050286091549302,down
sec_financial,2025-04-11,20,499,0.04008016032064128,0.059788260901991706,-0.006818755621479176,down
sec_financial,2025-04-14,36,507,0.07100591715976332,0.05718011475389038,-0.0026081461481013285,down
sec_financial,2025-04-15,30,502,0.05976095617529881,0.052434962808067434,-0.004745151945822944,down
sec_financial,2025-04-16,25,501,0.0499001996007984,0.04140935776814727,-0.011025605039920165,down
sec_financial,2025-04-17,29,501,0.05788423153692615,0.03889738566492289,-0.0025119721032243816,down
sec_financial,2025-04-21,19,490,0.03877551020408163,0.04094937887600042,0.0020519932110775324,up
sec_financial,2025-04-22,43,498,0.08634538152610442,0.04835692316358019,0.007407544287579768,up
sec_financial,2025-04-23,37,505,0.07326732673267326,0.05465272800179597,0.006295804838215784,up
sec_financial,2025-04-24,42,510,0.08235294117647059,0.05875416385172649,0.004101435849930522,up
sec_financial,2025-04-25,37,515,0.07184466019417475,0.06312172846269326,0.004367564610966768,up
sec_financial,2025-04-28,43,521,0.08253358925143954,0.06736707135577309,0.0042453428930798315,up
sec_financial,2025-04-29,52,524,0.09923664122137404,0.07019014376193415,0.002823072406161059,up
sec_financial,2025-04-30,46,522,0.08812260536398467,0.07302630868080276,0.0028361649188686083,up
sec_financial,2025-05-01,43,525,0.08190476190476191,0.07622676491119909,0.0032004562303963313,up
sec_financial,2025-05-02,56,529,0.10586011342155009,0.08102435309966148,0.00479758818846239,up
sec_financial,2025-05-05,72,534,0.1348314606741573,0.09062994814666905,0.009605595047007573,up
sec_financial,2025-05-06,86,533,0.16135084427767354,0.09813049442182596,0.007500546275156908,up
sec_financial,2025-05-07,88,535,0.16448598130841122,0.10725235987939977,0.009121865457573805,up
sec_financial,2025-05-08,85,538,0.1579925650557621,0.11481632226732892,0.0075639623879291545,up
sec_financial,2025-05-09,82,542,0.15129151291512916,0.12276100753942436,0.007944685272095436,up
sec_financial,2025-05-12,92,544,0.16911764705882354,0.13141941332016277,0.008658405780738412,up
sec_financial,2025-05-13,90,548,0.16423357664233576,0.13791910686225892,0.006499693542096147,up
sec_financial,2025-05-14,80,546,0.14652014652014653,0.1437588609778751,0.005839754115616186,up
sec_financial,2025-05-15,90,550,0.16363636363636364,0.15193202115103527,0.008173160173160166,up
sec_financial,2025-05-16,93,545,0.1706422018348624,0.1584102299923665,0.00647820884133124,up
sec_financial,2025-05-19,98,549,0.1785063752276867,0.16277772144771946,0.004367491455352951,up
sec_financial,2025-05-20,97,548,0.177007299270073,0.1643433669469594,0.0015656454992399316,up
sec_financial,2025-05-21,72,547,0.1316270566727605,0.1610574744833943,-0.0032858924635650877,down
sec_financial,2025-05-22,69,547,0.12614259597806216,0.15787247757562434,-0.003184996907769966,down
sec_financial,2025-05-23,69,541,0.12754158964879853,0.15549748524899126,-0.002374992326633074,down
sec_financial,2025-05-27,88,543,0.16206261510128914,0.15479198205323783,-0.0007055031957534375,down
sec_financial,2025-05-28,76,547,0.13893967093235832,0.15226259148224008,-0.0025293905709977416,down
sec_financial,2025-05-29,75,546,0.13736263736263737,0.15134684056648917,-0.0009157509157509125,down
sec_financial,2025-05-30,77,544,0.14154411764705882,0.14913761596755867,-0.002209224598930498,down
sec_financial,2025-06-02,79,551,0.14337568058076225,0.14641096384214866,-0.002726652125410012,down
